doctor_name,specialization,experience_years,clinic,city,rating,reviews_count,profile_url
Ташенова Ляйля Казисовна,Гастроэнтеролог • Гепатолог,,Институт гастроэнтерологии,Алматы,0,0,https://doctor.kz/doctors/942113701660637547
Югай Дмитрий Александрович,Стоматолог • Стоматолог-ортодонт,,"Стоматология ""АҚ НИЕТ""",Алматы,0,0,https://doctor.kz/doctors/908982191659618882
Нагашбек Газиза Нурланкызы,Стоматолог детский,,"Стоматология ""АҚ НИЕТ""",Алматы,0,0,https://doctor.kz/doctors/945073771661422366
Сейтпанова Асель Полатбековна,Стоматолог • Стоматолог детский • Стоматолог-терапевт • Стоматолог-хирург,,"Стоматология ""АҚ НИЕТ""",Алматы,5,1,https://doctor.kz/doctors/540178931659618623
Закиров Шавкет Кудрятович,Стоматолог • Стоматолог детский,,Кабинет стоматолога Закирова Шавкета Кудрятовича,Алматы,0,0,https://doctor.kz/doctors/853012901621433500
Мунардин Эльвира Мунардиновна,Стоматолог • Стоматолог-терапевт,,"Стоматология ""АҚ НИЕТ""",Алматы,0,0,https://doctor.kz/doctors/395994151659618685
Байтурсынова Шолпан Ануаровна,Стоматолог • Стоматолог-имплантолог • Стоматолог-ортопед • Стоматолог-хирург,,"Стоматология ""АҚ НИЕТ""",Алматы,0,0,https://doctor.kz/doctors/249419921499676473
Бекбатыр Аймира Сакенкызы,Врач общей практики (ВОП) • Гастроэнтеролог • Иглотерапевт • Ревматолог • Рефлексотерапевт • Терапевт • Эндокринолог,,"Медицинский центр ""INJECT CLINIC ALMATY""",Астана,0,0,https://doctor.kz/doctors/619139401616669346
Манекеева Сауле Молдагалиевна,Гинеколог,,"Лечебно-диагностический центр ""АВИЦЕННА""",Алматы,0,0,https://doctor.kz/doctors/806707201631517573
Касымжанова Назгуль Тлеугабыловна,Невропатолог/ Невролог,,"Медицинский центр ""PROFESSIONAL CLINIC""",Алматы,5,3,https://doctor.kz/doctors/783841311543893701
Ырыскулова Жания Серикбаевна,Врач общей практики (ВОП) • Гастроэнтеролог • Ревматолог • Терапевт • Эндокринолог,,"Медицинский центр ""INJECT CLINIC SHYMKENT""",Шымкент,0,0,https://doctor.kz/doctors/936739281657816145
Иманбаева Алвина Надарбеккызы,Врач общей практики (ВОП) • Гастроэнтеролог • Терапевт,,"Медицинский центр ""INJECT CLINIC ALMATY""",Алматы,0,0,https://doctor.kz/doctors/451244731657728180
Турлина Нургуль Талгатбековна,Врач общей практики (ВОП) • Ревматолог • Хирург,,"Медицинский центр ""INJECT CLINIC ASTANA""",Астана,0,0,https://doctor.kz/doctors/206107041657790143
Сырлыбаева Тогжан Кайраткызы,Врач общей практики (ВОП) • Гастроэнтеролог • Ревматолог • Терапевт • Эндокринолог,,"Медицинский центр ""INJECT CLINIC KARAGANDA""",Караганда,0,0,https://doctor.kz/doctors/190806311657810849
Кущанова Диляра Канатбековна,Терапевт • Эндокринолог,,"Медицинский центр ""INJECT CLINIC ASTANA""",Астана,0,0,https://doctor.kz/doctors/309033261659337062
Воронова Ольга Борисовна,Эндокринолог • Эндокринолог детский,,Кабинет эндокринолога Вороновой Ольги Борисовны,Кокшетау,0,0,https://doctor.kz/doctors/970490151639070558
Алпысбаева Гульзия Ашкеновна,Офтальмолог/ Окулист,,"Филиал ТОО ""OPEN CLINIC""",Астана,0,0,https://doctor.kz/doctors/972135321556252139
Налибаева Дульфуза,Гинеколог,,"Филиал ТОО ""OPEN CLINIC""",Астана,0,0,https://doctor.kz/doctors/189688471671085795
Даукеев Кайрат Галиевич,Дерматовенеролог • Дерматолог,,"Филиал ТОО ""OPEN CLINIC""",Астана,0,0,https://doctor.kz/doctors/169703841671084477
Турмаганбетова Бану Жанаевна,Педиатр,,"Филиал ТОО ""OPEN CLINIC""",Астана,0,0,https://doctor.kz/doctors/706084871671015746
Тимошенко Елена Агабековна,Педиатр,,"Филиал ТОО ""OPEN CLINIC""",Астана,0,1,https://doctor.kz/doctors/363785201671015393
Самайбаева Раушан Темиркеновна,Терапевт,,"Филиал ТОО ""OPEN CLINIC""",Астана,0,0,https://doctor.kz/doctors/671100461671014738
Кислицына Марина Зиновьевна,Терапевт,,"Филиал ТОО ""OPEN CLINIC""",Астана,0,0,https://doctor.kz/doctors/407461911671012361
Негаметзянова Альмира Рустемовна,Стоматолог • Стоматолог-ортодонт,,"Стоматологическая клиника ""DENTEX"" на Сатпаева",Алматы,0,0,https://doctor.kz/doctors/319266761503297168
Перемитина Алена Дмитриевна,Терапевт,,"Медицинский центр ""UKI HEALTH CLINIC""",Алматы,0,0,https://doctor.kz/doctors/622806451670579540
Распопова Анна Георгиевна,Диетолог,,"Медицинский центр ""UKI HEALTH CLINIC""",Алматы,0,0,https://doctor.kz/doctors/8495941670568684
Дузбаев Данияр Алматович,Врач общей практики (ВОП),,"Медицинский центр ""UKI HEALTH CLINIC""",Алматы,0,0,https://doctor.kz/doctors/684907481670568331
Жоламанова Акбота Алибековна,Педиатр,,"Медицинский центр ""UKI HEALTH CLINIC""",Алматы,0,0,https://doctor.kz/doctors/355261051670567866
Андреева Юлия Дмитриевна,ЛОР/ Оториноларинголог,,"Медицинский центр ""UKI HEALTH CLINIC""",Алматы,0,0,https://doctor.kz/doctors/471256161670564547
Конюхов Сергей Николаевич,Пластический хирург,,"Медицинский центр ""НАДИАЛАН AESTHETIC""",Алматы,0,0,https://doctor.kz/doctors/482273981605784816
Искалиева Айгерим Ерлановна,Врач общей практики (ВОП),,"Медицинский центр ""INJECT CLINIC ALMATY""",Алматы,0,0,https://doctor.kz/doctors/880825491592982277
Кудайбергенова Рауза Зайнадиновна,Врач УЗИ,,"Клиника ""Q-MED"" (ТОО ""Q-laboratory"")",Алматы,0,0,https://doctor.kz/doctors/151317561669132574
Лялькова Инна Александровна,Врач УЗИ,,"Клиника ""Q-MED"" (ТОО ""Q-laboratory"")",Алматы,5,0,https://doctor.kz/doctors/617291801481168760
Джакупова Айгуль Саруаровна,Эндокринолог,,Институт репродуктивной медицины на Толе би,Алматы,0,0,https://doctor.kz/doctors/710267901526018639
Самарцева Екатерина Викторовна,Акушер-гинеколог • Гинеколог,,"Клиника ""Q-MED"" (ТОО ""Q-laboratory"")",Алматы,0,0,https://doctor.kz/doctors/846062501669128829
Кудайбергенов Талгат Капаевич,Акушер-гинеколог • Гинеколог • Онколог • Хирург,,"Клиника ""Q-MED"" (ТОО ""Q-laboratory"")",Алматы,0,0,https://doctor.kz/doctors/316265611522142655
Бабаджанов Асхат Масхутович,Андролог • Уролог,,"Медицинский центр ""АВЕСТА""",Алматы,5,1,https://doctor.kz/doctors/356409311482328121
Садулова Аймира Исаевна,Ортопед • Травматолог,,"Центр актуальной медицины ""DELICAT""",Алматы,0,0,https://doctor.kz/doctors/465691281503470371
Исабаева Жанат Слямовна,ЛОР/ Оториноларинголог,,"Центр актуальной медицины ""DELICAT""",Алматы,0,1,https://doctor.kz/doctors/394781061515580271
Султанова Багдат Газизовна,Нефролог,,"Центр актуальной медицины ""DELICAT""",Алматы,0,0,https://doctor.kz/doctors/371386701523853068
Каскеева Жанара Сайрановна,Врач УЗИ,,"Центр актуальной медицины ""DELICAT""",Алматы,0,0,https://doctor.kz/doctors/381367411556004045
Шарипова Ботагоз Сабдыковна,ЛОР/ Оториноларинголог,,"Медицинский центр ""A CLINIC""",Алматы,0,0,https://doctor.kz/doctors/548740821492767787
Салаев Эркин Бахтиярович,Уролог,,"Педиатрический центр ""КАРУДО"" на Навои",Алматы,0,0,https://doctor.kz/doctors/936636511615368490
Айдралим Нуржамал Сергалыкызы,Терапевт,,"Медицинский центр ""ALFA-MED""",Шымкент,0,0,https://doctor.kz/doctors/303308821645456744
Актаева Камила Касымбековна,Терапевт,,"Медицинский центр ""ALFA-MED""",Шымкент,0,0,https://doctor.kz/doctors/348036721649054250
Сейтов Куаныш Кайыргазыулы,Хирург,,Городская больница №4,Усть-Каменогорск,5,1,https://doctor.kz/doctors/397072891548394715
Садыкова Динара Жанашевна,Пульмонолог • Терапевт,,Городская больница №4,Усть-Каменогорск,0,0,https://doctor.kz/doctors/411130381548409790
Куклина Галина Ивановна,Врач скорой помощи,,Городская больница №4,Усть-Каменогорск,0,0,https://doctor.kz/doctors/474445221548405977
Катишева Бакыт Ауелбековна,Рентгенолог,,Городская больница №4,Усть-Каменогорск,0,0,https://doctor.kz/doctors/36020911548653201
Грабарова Елена Александровна,Акушер-гинеколог • Гинеколог,,Городская больница №4,Усть-Каменогорск,5,0,https://doctor.kz/doctors/372359171548408529
Городко Елена Викторовна,Анестезиолог-реаниматолог,,Городская больница №4,Усть-Каменогорск,0,0,https://doctor.kz/doctors/953701611548387256
Баталов Бактбек Женисбекович,Онколог • Хирург,,Городская больница №4,Усть-Каменогорск,0,0,https://doctor.kz/doctors/424568421548392960
Ушакова Галина Михайловна,Стоматолог • Стоматолог-терапевт,,"Стоматология ""POLIDENT CLINIC""",Алматы,0,0,https://doctor.kz/doctors/138948201629424010
Вяткин Антон Николаевич,Стоматолог • Стоматолог-ортопед • Стоматолог-терапевт • Стоматолог-хирург,,"Стоматология ""POLIDENT CLINIC""",Алматы,5,1,https://doctor.kz/doctors/2782531629422295
Кусаинов Ануар Сапарович,Стоматолог • Стоматолог-ортопед,,"Стоматологическая клиника ""DENTAL PROFESSIONAL CLINIC""",Астана,0,0,https://doctor.kz/doctors/92515461626328939
Касымбеков Максат Айтказиевич,Стоматолог-имплантолог • Стоматолог-хирург,,"Стоматологическая клиника ""DENTAL PROFESSIONAL CLINIC""",Астана,5,4,https://doctor.kz/doctors/515297411560767692
Мамедов Хайрулла Курбанович,Андролог • Уролог,,"Медицинский центр ""ALFA-MED""",Шымкент,0,0,https://doctor.kz/doctors/630387941645454280
Хайруллаев Галымжан Полатбекулы,Андролог • Дерматолог • Уролог,,"Медицинский центр ""ALFA-MED""",Шымкент,0,0,https://doctor.kz/doctors/970849091645455288
Абусагитова Гульнаш Каметовна,ЛОР/ Оториноларинголог,,"Центр ЛОР-заболеваний и эстетической медицины ""LOR ESTET CLINIC""",Астана,0,0,https://doctor.kz/doctors/291373161650871272
Алимбаева Гуля Назаровна,Гинеколог,,"Клиника репродукции и антистарения ""KRAS""",Алматы,0,0,https://doctor.kz/doctors/926188371482747578
Кусаинова Эльмира Серикхановна,Физиотерапевт,,"Медицинский центр ""ДЕНСАУЛЫҚ-АСТАНА""",Астана,0,0,https://doctor.kz/doctors/298519621508749952
Тен Николай Алексеевич,Уролог,,"Медицинский центр ""КЕРУЕН MEDICUS"" на Шарипова",Алматы,0,0,https://doctor.kz/doctors/880056191550143604
Ходаяри Хоссейн Дарьюш,Гастроэнтеролог • Эндоскопист,,"Профессорская клиника НАО ""Казахский национальный медицинский университет имени С.Д. Асфендиярова""",Алматы,0,0,https://doctor.kz/doctors/696286461530526771
Сапиева Гульнар Бермагамбетовна,Неонатолог,,Областной перинатальный центр №2 Туркестанской области,Шымкент,0,0,https://doctor.kz/doctors/267701711545627661
Джаймагамбетова Галия Джетисовна,Акушер-гинеколог • Гинеколог,,Областной перинатальный центр №2 Туркестанской области,Шымкент,0,0,https://doctor.kz/doctors/237420031545627885
Батыршаев Нуржан Мухамбетжанулы,Анестезиолог-реаниматолог,,Областной перинатальный центр №2 Туркестанской области,Шымкент,0,0,https://doctor.kz/doctors/262894411545627405
Буралкиева Жанна Саметовна,Акушер-гинеколог • Гинеколог,,Областной перинатальный центр №2 Туркестанской области,Шымкент,0,0,https://doctor.kz/doctors/990433371545626496
Кошанбаева Токжан Ботабековна,Акушер-гинеколог • Гинеколог,,Областной перинатальный центр №2 Туркестанской области,Шымкент,0,1,https://doctor.kz/doctors/241424391545626004
Укибаева Лейла Елеухановна,Акушер-гинеколог • Гинеколог,,Областной перинатальный центр №2 Туркестанской области,Шымкент,5,0,https://doctor.kz/doctors/500386871545624131
Абдиханова Гульнара Алтынбековна,Гинеколог,,Областной перинатальный центр №2 Туркестанской области,Шымкент,0,0,https://doctor.kz/doctors/548052461545625714
Кожабаева Серик Жумашовна,Терапевт,,"Медицинский центр ""ШАПАГАТ""",Кандыагаш,0,0,https://doctor.kz/doctors/574077961537952358
Куатбаева Газиза Елемесовна,Лаборант,,"Медицинский центр ""ШАПАГАТ""",Кандыагаш,0,0,https://doctor.kz/doctors/692488371537958599
Танабаева Салтанат Айдилдаевна,Дерматолог,,"Медицинский центр ""ШАПАГАТ""",Кандыагаш,0,0,https://doctor.kz/doctors/953398851537955109
Есмухамбетова Нурлу Данияловна,Акушер-гинеколог • Гинеколог,,"Медицинский центр ""ШАПАГАТ""",Кандыагаш,0,0,https://doctor.kz/doctors/211064021537956299
Парменов Джамбул Жумагалиевич,Терапевт,,"Медицинский центр ""ШАПАГАТ""",Кандыагаш,0,0,https://doctor.kz/doctors/656516921537954253
Кайрымбетова Гульзира Дайрабаевна,Терапевт,,"Медицинский центр ""ШАПАГАТ""",Кандыагаш,0,0,https://doctor.kz/doctors/629163631537957165
Деева Вера Петровна,Эндокринолог,,"Медицинский центр ""SMART HEALTH UNIVERSITY CITY""",Алматы,5,3,https://doctor.kz/doctors/466775371575529593
Сарсенбаева Каракозайм Бахтыбаевна,Врач общей практики (ВОП),,"Медицинский центр ""SMART HEALTH UNIVERSITY CITY""",Алматы,0,0,https://doctor.kz/doctors/154663061574914280
Сейдуманов Данияр Султанович,Невропатолог/ Невролог,,"Японская клиника ортопедии и реабилитации ""IREI MEDICAL""",Алматы,0,0,https://doctor.kz/doctors/692941381559153228
Итчанов Мерей Мейржанович,ЛОР/ Оториноларинголог,,"Медицинский центр ""ДЕНСАУЛЫҚ-АСТАНА""",Астана,5,0,https://doctor.kz/doctors/722054511508749725
Нурумов Ильдар Камильевич,Эндоскопист,,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",Алматы,0,0,https://doctor.kz/doctors/733022541531898461
Есжанова Асемгуль Куанышбаевна,Акушер-гинеколог • Врач УЗИ • Гинеколог,,"Медицинский центр ""МОЯ СЕМЬЯ"" в Актобе",Актобе (Актюбинск),0,0,https://doctor.kz/doctors/413222551654864007
Тараканова Ванда Вацславна,Акушер-гинеколог,,"Медицинский центр ""МОЯ СЕМЬЯ"" в Актобе",Актобе (Актюбинск),0,0,https://doctor.kz/doctors/35483411654863321
Даутова Айгуль Есентуровна,Врач УЗИ,,"Медицинский центр ""МОЯ СЕМЬЯ"" в Актобе",Актобе (Актюбинск),0,0,https://doctor.kz/doctors/21747851654862926
Шедербаева Алия Толеухановна,Стоматолог-ортодонт • Стоматолог-терапевт,,"Стоматологическая клиника ""DENT HOUSE""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/102775511654671247
Сакенова Малика Ергазиевна,Стоматолог-ортодонт • Стоматолог-терапевт,,"Стоматологическая клиника ""DENT HOUSE""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/121227461654674947
Шедербаев Марат Болатбекович,Стоматолог-имплантолог • Стоматолог-ортопед • Стоматолог-хирург,,"Стоматологическая клиника ""DENT HOUSE""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/216315591654670761
Мухамедкаримов Адиль Еркебуланович,Стоматолог-ортопед • Стоматолог-хирург,,"Стоматологическая клиника ""DENT HOUSE""",Усть-Каменогорск,0,0,https://doctor.kz/doctors/567666021654675768
Фирсов Владимир Иванович,Пульмонолог • Торакальный хирург • Фтизиатр • Хирург,,"Медицинский центр ""КЕРУЕН MEDICUS""",Алматы,1,1,https://doctor.kz/doctors/178593561500626128
Ркуднева Зиляра Хамитовна,Эндокринолог,,"Медицинский центр ""АВЕСТА""",Алматы,0,0,https://doctor.kz/doctors/780703881652947068
Жабагинова Бахыт Либековна,ЛОР/ Оториноларинголог,,"Медицинский центр ""АВЕСТА""",Алматы,5,0,https://doctor.kz/doctors/30318991481261021
Шандыба Наталья Павловна,Кардиолог • Кардиолог детский,,"Медицинский центр ""АВЕСТА""",Алматы,0,0,https://doctor.kz/doctors/368114041652950613
Александрова Елена Николаевна,Гастроэнтеролог • Кардиолог • Терапевт,,"Медицинский центр ""АВЕСТА""",Алматы,0,0,https://doctor.kz/doctors/266247131652942506
Кушнир Тамара Романовна,Врач УЗИ • Гинеколог,,"Медицинский центр ""АВЕСТА""",Алматы,0,0,https://doctor.kz/doctors/893763151652946231
Сеитова Зухра Шаймардановна,Врач УЗИ • Кардиолог,,"Медицинский центр ""АВЕСТА""",Алматы,0,0,https://doctor.kz/doctors/642918181652947706
Галеева Сания Исмагуловна,Акушер-гинеколог • Гинеколог • Гинеколог детский • Маммолог,,"Медицинский центр ""АВЕСТА""",Алматы,0,0,https://doctor.kz/doctors/514660201652944295
Исетова Радина Саркуловна,Хирург,,"Медицинский центр ""ШАПАГАТ""",Кандыагаш,0,0,https://doctor.kz/doctors/493276901537951412
Адаев Аманжол Шунгулович,Эндоскопист,,"Медицинский центр ""ШАПАГАТ""",Кандыагаш,0,0,https://doctor.kz/doctors/263893021537950712
Хорошилова Ирина Григорьевна,Генетик,,"Медицинский центр ""КЕРУЕН MEDICUS"" на Шарипова",Алматы,5,1,https://doctor.kz/doctors/296061281550201582
Толепбергенова Жанар Досбергенкызы,Кардиолог,,"Медицинский центр ""ALFA-MED""",Шымкент,0,0,https://doctor.kz/doctors/106098331645162392
Аркен Маржан Бахиевна,Офтальмолог детский • Офтальмолог/ Окулист,,"Медицинский центр ""BONAMED""",Караганда,0,0,https://doctor.kz/doctors/689350861645443440
Толеуова Алия Смагуловна,Кардиолог,,"Медицинский центр ""BONAMED""",Караганда,0,0,https://doctor.kz/doctors/567411971645443007
Гарифуллина Рузиля Рустамовна,Стоматолог • Стоматолог детский,,"Медицинский центр ""BONAMED""",Караганда,0,0,https://doctor.kz/doctors/881564291645444291
Кожабаев Нурлан Куанышевич,Стоматолог • Стоматолог-ортопед • Стоматолог-хирург,,"Медицинский центр ""BONAMED""",Караганда,0,0,https://doctor.kz/doctors/469414271645444637
Полякова Елена Олеговна,Семейный врач • Терапевт,,"Медицинский центр ""BONAMED""",Караганда,5,1,https://doctor.kz/doctors/892568711529649771
Зеленская Варвара Николаевна,Эндокринолог,,"Медицинский центр ""FAMILY СLINIC""",Астана,0,0,https://doctor.kz/doctors/625064451500355088
Кабиева Сауле Маутовна,Педиатр,,"Медицинский центр ""BONAMED""",Караганда,0,0,https://doctor.kz/doctors/536308531635845812
Таржанов Авель Бахитбекович,Офтальмолог/ Окулист,,"Медицинский центр ""BONAMED""",Караганда,0,0,https://doctor.kz/doctors/412071751635845313
Ким Екатерина Даниловна,Невропатолог/ Невролог,,"Медицинский центр ""BONAMED""",Караганда,0,0,https://doctor.kz/doctors/709882331635846629
Тлемисова Дина Салимжановна,Невропатолог детский,,"Медицинский центр ""BONAMED""",Караганда,0,0,https://doctor.kz/doctors/89237491635848879
Ракутина Светлана Владимировна,Врач УЗИ,,"Медицинский центр ""BONAMED""",Караганда,0,0,https://doctor.kz/doctors/471213641635846186
Баймухаева Айгерим Талгатовна,Врач УЗИ,,"Клиника ""ҮМІТ""",Атырау,0,2,https://doctor.kz/doctors/5353921633955098
Багимова Гульзира Нуртаевна,Гинеколог,,"Клиника ""ҮМІТ""",Атырау,0,0,https://doctor.kz/doctors/988496451633956301
Арабов Мустафа Муратович,Травматолог,,"Медицинский центр ""PROMEDICAL""",Бесагаш,0,0,https://doctor.kz/doctors/633324451642521626
Бауыржан Маржан Бауыржановна,Эндокринолог,,"Медицинский центр ""PROMEDICAL""",Алматы,0,0,https://doctor.kz/doctors/126329701575451853
Әбілжанова Еңлік Қанатқызы,Врач общей практики (ВОП) • Кардиолог,,"Медицинский центр ""PROMEDICAL""",Бесагаш,0,0,https://doctor.kz/doctors/226629831642513576
Байсалбаева Забира Бегеновна,Гинеколог,,"Медицинский центр ""QAMQOR CLINIC""",Астана,0,0,https://doctor.kz/doctors/947273021527827687
Метанов Бекболат Ермекович,Реабилитолог,,"Центр позвоночника и спортивной медицины ""MB CLINIC""",Астана,0,0,https://doctor.kz/doctors/698049941638762400
Жанат Багнур Айдарович,Стоматолог • Стоматолог-имплантолог • Стоматолог-ортопед • Стоматолог-терапевт • Стоматолог-хирург,,"Стоматологическая клиника ""EXTRA DENTAL""",Алматы,0,0,https://doctor.kz/doctors/679479891637812847
Жумабаева Куралай Жумабаевна,Стоматолог • Стоматолог детский • Стоматолог-терапевт,,"Стоматологическая клиника ""EXTRA DENTAL""",Алматы,0,0,https://doctor.kz/doctors/522863511637812006
Алтай Раимбек Жанабайулы,Сосудистый хирург • Стоматолог • Стоматолог детский • Стоматолог-имплантолог • Стоматолог-ортопед,,"Стоматологическая клиника ""EXTRA DENTAL""",Алматы,0,0,https://doctor.kz/doctors/449750021637813101
Сыдыкова Гульнар Мухитдиновна,Стоматолог • Стоматолог детский • Стоматолог-терапевт,,"Стоматологическая клиника ""EXTRA DENTAL""",Алматы,0,0,https://doctor.kz/doctors/395893411637812395
Жумажан Меруерт Бауржановна,Стоматолог • Стоматолог детский • Стоматолог-ортодонт,,"Стоматологическая клиника ""EXTRA DENTAL""",Алматы,0,0,https://doctor.kz/doctors/847699871637812649
Алиева Гульнара Аметовна,Врач функциональной диагностики,,Областная клиническая больница Туркестанской области,Шымкент,0,0,https://doctor.kz/doctors/669343461545973698
Цай Вячеслав Эдуардович,Анестезиолог-реаниматолог,,Областная клиническая больница Туркестанской области,Шымкент,5,1,https://doctor.kz/doctors/353141121545984468
Кейкина Ляззат Куатовна,Микрохирург • Офтальмолог детский • Офтальмолог/ Окулист,,"Офтальмологический центр ""ASTANA VISION""",Алматы,0,0,https://doctor.kz/doctors/235376961627406511
Жазыкбаева Куралай Турсынбековна,Офтальмолог/ Окулист,,Международный центр охраны зрения,Алматы,0,0,https://doctor.kz/doctors/944001681631860029
Рыстанбаева Акмаржан Нурбаевна,Лазерный хирург • Офтальмолог/ Окулист,,Международный центр охраны зрения,Алматы,0,0,https://doctor.kz/doctors/515394621631862562
Кубашев Артём Евгеньевич,Лазерный хирург • Офтальмолог/ Окулист,,Международный центр охраны зрения,Алматы,0,1,https://doctor.kz/doctors/886469201631862875
Бурнашова Татьяна Гариевна,Невропатолог/ Невролог,,Международный центр охраны зрения,Алматы,0,0,https://doctor.kz/doctors/133163721631860643
Беклемишева Алёна Владимировна,Психолог,,"Клиника репродукции и антистарения ""KRAS""",Алматы,0,0,https://doctor.kz/doctors/739985591634576098
Сибилева Оксана Сергеевна,Генетик,,"Клиника репродукции и антистарения ""KRAS""",Алматы,0,0,https://doctor.kz/doctors/601231781481175087
Гаас Галина Константиновна,Педиатр,,"Педиатрический центр ""КАРУДО""",Алматы,5,0,https://doctor.kz/doctors/636622001492768765
Жусипов Нурлан Айдарович,Акушер-гинеколог • Гинеколог,,"ГКП на ПХВ ""Областной перинатальный центр №1"" УЗ Туркестанской области",Шымкент,5,7,https://doctor.kz/doctors/807955681545715994
Балкибекова Назгуль Кулбековна,Генетик,,"ГКП на ПХВ ""Областной перинатальный центр №1"" УЗ Туркестанской области",Шымкент,5,2,https://doctor.kz/doctors/604836181544005765
Бадалова Зейнаб Нурмамотовна,Акушер-гинеколог • Гинеколог,,"ГКП на ПХВ ""Областной перинатальный центр №1"" УЗ Туркестанской области",Шымкент,0,1,https://doctor.kz/doctors/965206521545715072
Бегманова Алтын Умирзаковна,Акушер-гинеколог • Гинеколог,,"ГКП на ПХВ ""Областной перинатальный центр №1"" УЗ Туркестанской области",Шымкент,5,1,https://doctor.kz/doctors/115241861545715254
Мамиров Алмас Маратович,Анестезиолог-реаниматолог,,Областная клиническая больница Туркестанской области,Шымкент,5,0,https://doctor.kz/doctors/446941951545977213
Салауова Жанар Бериковна,Стоматолог • Стоматолог-терапевт,,"Медицинский центр ""СМ КЛИНИК""",Атырау,0,0,https://doctor.kz/doctors/500540621503553193
Жанайдарова Дана Данияровна,Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Ходжанова",Алматы,0,0,https://doctor.kz/doctors/507330821501128188
Калдыгулова Меруерт Айтжановна,Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Ходжанова",Алматы,0,0,https://doctor.kz/doctors/230440381619610345
Айтуарова Динара Тахиржановна,Стоматолог • Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Ходжанова",Алматы,0,0,https://doctor.kz/doctors/214368321492764971
Ким Юнджу,Стоматолог • Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Ходжанова",Алматы,0,0,https://doctor.kz/doctors/388852741619611108
Тыныбек Динара Жолымбековна,Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Ходжанова",Алматы,5,2,https://doctor.kz/doctors/298414581619613676
Баскакова Ольга Андреевна,Стоматолог • Стоматолог детский • Стоматолог-терапевт,,"Стоматологическая клиника ""KIDS SMILE"" на Ходжанова",Алматы,0,0,https://doctor.kz/doctors/991310831519808099
Бидахметова Адель Канатовна,Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Курмангазы",Алматы,0,0,https://doctor.kz/doctors/365406561619692435
Габсаттарова Динара Сериковна,Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Курмангазы",Алматы,0,0,https://doctor.kz/doctors/13090071619694044
Ансарова София Шамильевна,Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Курмангазы",Алматы,0,0,https://doctor.kz/doctors/405771771481275374
Ахвердиева Гезяль Акифовна,Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Курмангазы",Алматы,0,0,https://doctor.kz/doctors/521255121619694871
Шахарова Асал Нурлановна,Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Курмангазы",Алматы,0,0,https://doctor.kz/doctors/526433911619697284
Мукимбекова Айсулу Бекмухаметовна,Стоматолог • Стоматолог детский • Стоматолог-хирург,,"Стоматологическая клиника ""KIDS SMILE"" на Курмангазы",Алматы,0,0,https://doctor.kz/doctors/255924471619697687
Габибова Шахля Агатовна,Стоматолог детский,,"Стоматологическая клиника ""KIDS SMILE"" на Курмангазы",Алматы,0,0,https://doctor.kz/doctors/649365451619695890
Гуламова Дильнара Эркиновна,Стоматолог • Стоматолог-ортодонт • Стоматолог-терапевт,,"Стоматологическая клиника ""СМАЙЛ""",Астана,0,0,https://doctor.kz/doctors/717212921504867255
Алиев Али Айдынович,Стоматолог • Стоматолог-имплантолог • Стоматолог-хирург,,"Стоматологическая клиника ""СМАЙЛ""",Астана,0,0,https://doctor.kz/doctors/699613701504866477
Карпова Ирина Вячеславовна,Стоматолог • Стоматолог-терапевт,,"Стоматологическая клиника ""СМАЙЛ""",Астана,0,0,https://doctor.kz/doctors/962559511504867770
Сарсенов Серик Канаевич,Стоматолог • Стоматолог-ортопед,,"Стоматологическая клиника ""СМАЙЛ""",Астана,0,0,https://doctor.kz/doctors/726884741504866729
Еспенбетова Бахыт Айдаровна,Ревматолог • Физиотерапевт,,Медицинский центр болезней суставов,Алматы,0,0,https://doctor.kz/doctors/944989001502858645
Кайрбаев Решат Кемадиевич,ЛОР/ Оториноларинголог,,"ЛОР-центр ""АЙ-МЕДИКУС"" в Мамыре",Алматы,0,0,https://doctor.kz/doctors/224713121501050957
Нурбаева Ботагоз Маликовна,ЛОР/ Оториноларинголог,,"ЛОР-центр ""АЙ-МЕДИКУС"" в Мамыре",Алматы,0,0,https://doctor.kz/doctors/152781171501050296
Жуматова Майра Габбасовна,Эндокринолог,,"Медицинский центр очищения крови ""EXTRA MEDICAL""",Алматы,0,0,https://doctor.kz/doctors/450278391550488859
Кадырбаева Ляззат Есентаевна,Гинеколог • Эндокринолог,,"Клиника репродукции и антистарения ""KRAS""",Алматы,5,1,https://doctor.kz/doctors/501593971490587859
